"CView Export Data File: Version 2.0"
"Export From File: c:\users\mikehome\appdata\local\programs\python\python36-32\lipf6-ppc-bare_al_no_clean-galvcyc-5-corr.txt"
  lithium intercalation bare Al without plasma clean AL30

  Open Circuit Potential (V): -1.935
"Time (Sec)"	"E (Volts)"
3540	0.935
3541	0.935
3542	0.935
3543	0.935
3544	0.935
3545	0.935
3546	0.935
3547	0.935
3548	0.935
3549	0.935
3550	0.935
3551	0.94
3552	0.94
3553	0.935
3554	0.94
3555	0.94
3556	0.94
3557	0.94
3558	0.94
3559	0.94
3560	0.94
3561	0.94
3562	0.94
3563	0.94
3564	0.94
3565	0.94
3566	0.94
3567	0.94
3568	0.94
3569	0.94
3570	0.94
3571	0.94
3572	0.94
3573	0.94
3574	0.94
3575	0.94
3576	0.94
3577	0.94
3578	0.94
3579	0.94
3580	0.94
3581	0.94
3582	0.94
3583	0.94
3584	0.94
3585	0.94
3586	0.94
3587	0.94
3588	0.94
3589	0.94
3590	0.94
3591	0.94
3592	0.94
3593	0.94
3594	0.94
3595	0.945
3596	0.94
3597	0.945
3598	0.945
3599	0.945
3600	0.945
3601	0.945
3602	0.945
3603	0.945
3604	0.945
3605	0.945
3606	0.945
3607	0.945
3608	0.945
3609	0.945
3610	0.945
3611	0.945
3612	0.945
3613	0.945
3614	0.945
3615	0.945
3616	0.945
3617	0.945
3618	0.945
3619	0.945
3620	0.945
3621	0.945
3622	0.95
3623	0.95
3624	0.95
3625	0.95
3626	0.95
3627	0.95
3628	0.95
3629	0.95
3630	0.95
3631	0.95
3632	0.95
3633	0.95
3634	0.95
3635	0.95
3636	0.95
3637	0.95
3638	0.95
3639	0.95
3640	0.95
3641	0.95
3642	0.95
3643	0.955
3644	0.955
3645	0.955
3646	0.955
3647	0.955
3648	0.955
3649	0.955
3650	0.955
3651	0.955
3652	0.955
3653	0.955
3654	0.955
3655	0.955
3656	0.955
3657	0.955
3658	0.955
3659	0.955
3660	0.955
3661	0.955
3662	0.955
3663	0.96
3664	0.96
3665	0.96
3666	0.96
3667	0.96
3668	0.96
3669	0.96
3670	0.96
3671	0.96
3672	0.96
3673	0.96
3674	0.96
3675	0.96
3676	0.96
3677	0.96
3678	0.96
3679	0.96
3680	0.96
3681	0.96
3682	0.96
3683	0.96
3684	0.965
3685	0.965
3686	0.965
3687	0.965
3688	0.965
3689	0.965
3690	0.965
3691	0.965
3692	0.965
3693	0.97
3694	0.97
3695	0.97
3696	0.97
3697	0.97
3698	0.97
3699	0.97
3700	0.97
3701	0.97
3702	0.97
3703	0.97
3704	0.97
3705	0.97
3706	0.97
3707	0.975
3708	0.97
3709	0.975
3710	0.975
3711	0.975
3712	0.975
3713	0.975
3714	0.975
3715	0.975
3716	0.975
3717	0.975
3718	0.975
3719	0.98
3720	0.975
3721	0.98
3722	0.98
3723	0.98
3724	0.98
3725	0.98
3726	0.98
3727	0.98
3728	0.98
3729	0.98
3730	0.98
3731	0.98
3732	0.98
3733	0.98
3734	0.985
3735	0.985
3736	0.985
3737	0.985
3738	0.985
3739	0.985
3740	0.985
3741	0.985
3742	0.99
3743	0.99
3744	0.99
3745	0.99
3746	0.99
3747	0.99
3748	0.99
3749	0.99
3750	0.99
3751	0.995
3752	0.995
3753	0.995
3754	0.995
3755	0.995
3756	0.995
3757	0.995
3758	1
3759	1
3760	1
3761	1
3762	1
3763	1
3764	1
3765	1
3766	1.005
3767	1.005
3768	1.005
3769	1.005
3770	1.005
3771	1.005
3772	1.01
3773	1.01
3774	1.01
3775	1.01
3776	1.01
3777	1.01
3778	1.01
3779	1.015
3780	1.015
3781	1.015
3782	1.015
3783	1.02
3784	1.02
3785	1.02
3786	1.02
3787	1.02
3788	1.02
3789	1.02
3790	1.02
3791	1.025
3792	1.025
3793	1.025
3794	1.025
3795	1.025
3796	1.03
3797	1.03
3798	1.03
3799	1.03
3800	1.03
3801	1.035
3802	1.035
3803	1.035
3804	1.04
3805	1.04
3806	1.04
3807	1.04
3808	1.04
3809	1.045
3810	1.045
3811	1.045
3812	1.05
3813	1.05
3814	1.05
3815	1.05
3816	1.055
3817	1.055
3818	1.055
3819	1.06
3820	1.06
3821	1.06
3822	1.06
3823	1.065
3824	1.065
3825	1.065
3826	1.07
3827	1.07
3828	1.07
3829	1.075
3830	1.075
3831	1.08
3832	1.08
3833	1.08
3834	1.085
3835	1.085
3836	1.09
3837	1.09
3838	1.09
3839	1.095
3840	1.095
3841	1.1
3842	1.1
3843	1.105
3844	1.105
3845	1.11
3846	1.11
3847	1.115
3848	1.115
3849	1.12
3850	1.12
3851	1.125
3852	1.13
3853	1.13
3854	1.135
3855	1.14
3856	1.145
3857	1.145
3858	1.15
3859	1.155
3860	1.16
3861	1.16
3862	1.165
3863	1.17
3864	1.175
3865	1.18
3866	1.185
3867	1.19
3868	1.195
3869	1.2
3870	1.205
3871	1.21
3872	1.22
3873	1.225
3874	1.23
3875	1.24
3876	1.245
3877	1.25
3877.6	1.26
3878.6	1.265
3879.6	1.275
3880.6	1.28
3881.2	1.29
3882.2	1.3
3883.2	1.31
3884.2	1.32
3885.2	1.33
3886	1.34
3886.8	1.35
3887.6	1.36
3888.4	1.37
3889.2	1.38
3889.8	1.39
3890.4	1.4
3891	1.41
3891.6	1.42
3892	1.43
3892.2	1.43
3892.4	1.44
3893	1.45
3893.2	1.46
3893.4	1.46
3893.6	1.47
3893.8	1.47
3894	1.48
3894.4	1.49
3894.8	1.5
3895.2	1.51
3895.6	1.52
3895.8	1.525
3896	1.535
3896.4	1.545
3896.6	1.55
3896.8	1.56
3897.2	1.57
3897.4	1.58
3897.6	1.585
3897.8	1.595
3898	1.6
3898.2	1.61
3898.4	1.62
3898.6	1.625
3898.8	1.635
3899	1.645
3899.2	1.655
3899.4	1.66
3899.6	1.67
3899.8	1.68
3900	1.695
3900.2	1.705
3900.4	1.715
3900.6	1.725
3900.8	1.74
3901	1.75
3901.2	1.76
3901.4	1.775
3901.6	1.785
3901.8	1.795
3902	1.81
3902.2	1.82
3902.4	1.83
3902.6	1.845
3902.8	1.855
3903	1.87
3903.2	1.88
3903.4	1.892
3903.6	1.904
3903.8	1.916
3904	1.927
3904.2	1.938
3904.4	1.95
3904.6	1.96
3904.8	1.972
3905	1.983
3905.2	1.994
3905.4	2.005
3905.6	2.016
3905.8	2.027
3906	2.038
3906.2	2.049
3906.4	2.06
3906.6	2.072
3906.8	2.083
3907	2.094
3907.2	2.105
3907.4	2.116
3907.6	2.127
3907.8	2.138
3908	2.15
3908.2	2.161
3908.4	2.172
3908.6	2.184
3908.8	2.194
3909	2.205
3909.2	2.215
3909.4	2.226
3909.6	2.236
3909.8	2.247
3910	2.257
3910.2	2.268
3910.4	2.278
3910.6	2.288
3910.8	2.3
3911	2.31
3911.2	2.321
3911.4	2.332
3911.6	2.344
3911.8	2.355
3912	2.366
3912.2	2.378
3912.4	2.39
3912.6	2.402
3912.8	2.414
3913	2.427
3913.2	2.439
3913.4	2.452
3913.6	2.464
3913.8	2.478
3914	2.49
3914.2	2.503
3914.4	2.516
3914.6	2.529
3914.8	2.543
3915	2.556
3915.2	2.57
3915.4	2.584
3915.6	2.598
3915.8	2.612
3916	2.626
3916.2	2.64
3916.4	2.655
3916.6	2.669
3916.8	2.684
3917	2.7
3917.2	2.715
3917.4	2.73
3917.6	2.747
3917.8	2.763
3918	2.779
3918.2	0.37
3918.4	0.355
3918.6	0.345
3918.8	0.33
3919	0.32
3919.2	0.31
3919.4	0.3
3919.6	0.29
3919.8	0.28
3920	0.275
3920.2	0.265
3920.4	0.26
3920.6	0.25
3921	0.24
3921.2	0.23
3921.6	0.22
3922	0.21
3922.6	0.2
3923.6	0.195
3924.6	0.205
3925.2	0.215
3925.8	0.225
3926.2	0.235
3926.6	0.245
3927	0.255
3927.4	0.265
3928	0.275
3928.6	0.285
3929.2	0.295
3930	0.305
3931	0.315
3932	0.32
3933	0.33
3934	0.335
3935	0.34
3936	0.345
3937	0.345
3938	0.35
3939	0.355
3940	0.36
3941	0.36
3942	0.36
3943	0.365
3944	0.37
3945	0.37
3946	0.37
3947	0.375
3948	0.375
3949	0.375
3950	0.38
3951	0.38
3952	0.38
3953	0.38
3954	0.38
3955	0.385
3956	0.385
3957	0.385
3958	0.385
3959	0.39
3960	0.39
3961	0.39
3962	0.39
3963	0.39
3964	0.39
3965	0.39
3966	0.395
3967	0.395
3968	0.395
3969	0.395
3970	0.395
3971	0.4
3972	0.4
3973	0.4
3974	0.4
3975	0.4
3976	0.4
3977	0.4
3978	0.4
3979	0.4
3980	0.4
3981	0.4
3982	0.4
3983	0.4
3984	0.405
3985	0.405
3986	0.405
3987	0.405
3988	0.405
3989	0.405
3990	0.405
3991	0.405
3992	0.405
3993	0.405
3994	0.405
3995	0.405
3996	0.41
3997	0.41
3998	0.41
3999	0.41
4000	0.41
4001	0.41
4002	0.41
4003	0.41
4004	0.41
4005	0.41
4006	0.41
4007	0.41
4008	0.41
4009	0.41
4010	0.41
4011	0.41
4012	0.41
4013	0.41
4014	0.41
4015	0.41
4016	0.41
4017	0.415
4018	0.415
4019	0.415
4020	0.415
4021	0.415
4022	0.415
4023	0.415
4024	0.415
4025	0.415
4026	0.415
4027	0.415
4028	0.415
4029	0.415
4030	0.415
4031	0.415
4032	0.415
4033	0.415
4034	0.415
4035	0.415
4036	0.415
4037	0.42
4038	0.415
4039	0.42
4040	0.415
4041	0.42
4042	0.42
4043	0.42
4044	0.42
4045	0.42
4046	0.42
4047	0.42
4048	0.42
4049	0.42
4050	0.42
4051	0.42
4052	0.42
4053	0.42
4054	0.42
4055	0.42
4056	0.42
4057	0.42
4058	0.42
4059	0.42
4060	0.42
4061	0.42
4062	0.42
4063	0.42
4064	0.42
4065	0.42
4066	0.42
4067	0.42
4068	0.42
4069	0.42
4070	0.42
4071	0.42
4072	0.42
4073	0.42
4074	0.42
4075	0.42
4076	0.42
4077	0.42
4078	0.42
4079	0.42
4080	0.42
4081	0.42
4082	0.42
4083	0.42
4084	0.42
4085	0.42
4086	0.42
4087	0.42
4088	0.42
4089	0.42
4090	0.425
4091	0.42
4092	0.425
4093	0.425
4094	0.425
4095	0.425
4096	0.425
4097	0.425
4098	0.425
4099	0.425
4100	0.425
4101	0.425
4102	0.425
4103	0.425
4104	0.425
4105	0.425
4106	0.425
4107	0.425
4108	0.425
4109	0.425
4110	0.425
4111	0.425
4112	0.425
4113	0.425
4114	0.425
4115	0.425
4116	0.425
4117	0.425
4118	0.425
4119	0.425
4120	0.425
4121	0.425
4122	0.425
4123	0.425
4124	0.425
4125	0.425
4126	0.425
4127	0.425
4128	0.425
4129	0.425
4130	0.425
4131	0.425
4132	0.425
4133	0.425
4134	0.425
4135	0.425
4136	0.425
4137	0.43
4138	0.43
4139	0.43
4140	0.43
4141	0.43
4142	0.43
4143	0.43
4144	0.43
4145	0.43
4146	0.43
4147	0.43
4148	0.43
4149	0.43
4150	0.43
4151	0.43
4152	0.43
4153	0.43
4154	0.43
4155	0.43
4156	0.43
4157	0.43
4158	0.43
4159	0.43
4160	0.43
4161	0.43
4162	0.43
4163	0.43
4164	0.43
4165	0.43
4166	0.43
4167	0.43
4168	0.43
4169	0.43
4170	0.43
4171	0.43
4172	0.43
4173	0.43
4174	0.43
4175	0.43
4176	0.43
4177	0.43
4178	0.43
4179	0.43
4180	0.43
4181	0.43
4182	0.43
4183	0.43
4184	0.43
4185	0.43
4186	0.43
4187	0.43
4188	0.43
4189	0.43
4190	0.43
4191	0.43
4192	0.43
4193	0.43
4194	0.43
4195	0.43
4196	0.43
4197	0.43
4198	0.43
4199	0.43
4200	0.43
4201	0.43
4202	0.43
4203	0.43
4204	0.43
4205	0.43
4206	0.43
4207	0.43
4208	0.43
4209	0.43
4210	0.43
4211	0.43
4212	0.43
4213	0.43
4214	0.43
4215	0.43
4216	0.43
4217	0.43
4218	0.43
4219	0.43
4220	0.43
4221	0.43
4222	0.43
4223	0.43
4224	0.43
4225	0.43
4226	0.43
4227	0.43
4228	0.43
4229	0.43
4230	0.43
4231	0.43
4232	0.43
4233	0.43
4234	0.43
4235	0.43
4236	0.43
4237	0.43
4238	0.43
4239	0.43
4240	0.43
4241	0.43
4242	0.43
4243	0.43
4244	0.43
4245	0.43
4246	0.43
4247	0.43
4248	0.43
4249	0.43
4250	0.43
4251	0.43
4252	0.43
4253	0.43
4254	0.43
4255	0.43
4256	0.43
4257	0.43
4258	0.43
4259	0.43
4260	0.43
4261	0.43
4262	0.43
4263	0.43
4264	0.43
4265	0.43
4266	0.43
4267	0.43
4268	0.43
4269	0.43
4270	0.43
4271	0.43
4272	0.43
4273	0.43
4274	0.43
4275	0.43
4276	0.43
4277	0.43
4278	0.43
4279	0.43
4280	0.43
4281	0.43
4282	0.43
4283	0.43
4284	0.43
4285	0.43
4286	0.43
4287	0.43
4288	0.43
4289	0.43
4290	0.43
4291	0.43
4292	0.43
4293	0.43
4294	0.43
4295	0.43
4296	0.43
4297	0.43
4298	0.43
4299	0.43
4300	0.43
4301	0.43
4302	0.43
4303	0.43
4304	0.43
4305	0.43
4306	0.43
4307	0.43
4308	0.43
4309	0.43
4310	0.43
4311	0.43
4312	0.43
4313	0.43
4314	0.43
4315	0.43
4316	0.43
4317	0.43
4318	0.43
4319	0.43
4320	0.43
4321	0.43
4322	0.43
4323	0.43
4324	0.43
4325	0.43
4326	0.43
4327	0.43
4328	0.43
4329	0.43
4330	0.43
4331	0.43
4332	0.43
4333	0.43
4334	0.43
4335	0.43
4336	0.43
4337	0.43
4338	0.43
4339	0.43
4340	0.43
4341	0.43
4342	0.43
4343	0.43
4344	0.43
4345	0.43
4346	0.43
4347	0.43
4348	0.43
4349	0.43
4350	0.43
4351	0.43
4352	0.43
4353	0.43
4354	0.43
4355	0.43
4356	0.43
4357	0.43
4358	0.43
4359	0.43
4360	0.43
4361	0.43
4362	0.43
4363	0.43
4364	0.43
4365	0.43
4366	0.43
4367	0.43
4368	0.43
4369	0.43
4370	0.43
4371	0.43
4372	0.43
4373	0.43
4374	0.43
4375	0.43
4376	0.43
4377	0.43
4378	0.43
4379	0.43
4380	0.43
4381	0.43
4382	0.43
4383	0.43
4384	0.43
4385	0.43
4386	0.43
4387	0.43
4388	0.43
4389	0.43
4390	0.43
4391	0.43
4392	0.43
4393	0.43
4394	0.43
4395	0.43
4396	0.43
4397	0.43
4398	0.43
4399	0.43
4400	0.43
4401	0.43
4402	0.43
4403	0.43
4404	0.43
4405	0.43
4406	0.43
4407	0.43
4408	0.43
4409	0.43
4410	0.43
4411	0.43
4412	0.43
4413	0.43
4414	0.43
4415	0.43
4416	0.43
4417	0.43
4418	0.43
4419	0.43
4420	0.43
4421	0.43
4422	0.43
4423	0.43
4424	0.43
4425	0.43
4426	0.43
4427	0.43
4428	0.43
4429	0.43
4430	0.43
4431	0.43
4432	0.43
4433	0.43
4434	0.43
4435	0.43
4436	0.43
4437	0.43
4438	0.43
4439	0.43
4440	0.43
4441	0.43
4442	0.43
4443	0.43
4444	0.43
4445	0.43
4446	0.43
4447	0.43
4448	0.43
4449	0.43
4450	0.43
4451	0.43
4452	0.43
4453	0.43
4454	0.43
4455	0.43
4456	0.43
4457	0.43
4458	0.43
4459	0.43
4460	0.43
4461	0.43
4462	0.43
4463	0.43
4464	0.43
4465	0.43
4466	0.43
4467	0.43
4468	0.43
4469	0.43
4470	0.43
4471	0.43
4472	0.43
4473	0.43
4474	0.43
4475	0.43
4476	0.43
4477	0.43
4478	0.43
4479	0.43
4480	0.43
4481	0.43
4482	0.43
4483	0.43
4484	0.43
4485	0.43
4486	0.43
4487	0.43
4488	0.43
4489	0.43
4490	0.43
4491	0.43
4492	0.43
4493	0.43
4494	0.43
4495	0.43
4496	0.43
4497	0.43
4498	0.43
4499	0.43
4500	0.43
4501	0.43
4502	0.43
4503	0.43
4504	0.43
4505	0.43
4506	0.43
4507	0.43
4508	0.43
4509	0.43
4510	0.43
4511	0.43
4512	0.43
4513	0.43
4514	0.43
4515	0.43
4516	0.43
4517	0.43
4518	0.43
4519	0.43
4520	0.43
4521	0.43
4522	0.43
4523	0.43
4524	0.43
4525	0.43
4526	0.43
4527	0.43
4528	0.43
4529	0.43
4530	0.43
4531	0.43
4532	0.43
4533	0.43
4534	0.43
4535	0.43
4536	0.43
4537	0.43
4538	0.43
4539	0.43
4540	0.43
4541	0.43
4542	0.43
4543	0.43
4544	0.43
4545	0.43
4546	0.43
4547	0.43
4548	0.43
4549	0.43
4550	0.43
4551	0.43
4552	0.43
4553	0.43
4554	0.43
4555	0.43
4556	0.43
4557	0.43
4558	0.43
4559	0.43
4560	0.43
4561	0.43
4562	0.43
4563	0.43
4564	0.43
4565	0.43
4566	0.43
4567	0.43
4568	0.43
4569	0.43
4570	0.43
4571	0.43
4572	0.43
4573	0.43
4574	0.43
4575	0.43
4576	0.43
4577	0.43
4578	0.43
4579	0.43
4580	0.43
4581	0.43
4582	0.43
4583	0.43
4584	0.43
4585	0.43
4586	0.43
4587	0.43
4588	0.43
4589	0.43
4590	0.43
4591	0.43
4592	0.43
4593	0.43
4594	0.43
4595	0.43
4596	0.43
4597	0.43
4598	0.43
4599	0.43
4600	0.43
4601	0.43
4602	0.43
4603	0.43
4604	0.43
4605	0.43
4606	0.43
4607	0.43
4608	0.43
4609	0.43
4610	0.43
4611	0.43
4612	0.43
4613	0.43
4614	0.43
4615	0.43
4616	0.43
4617	0.43
4618	0.43
4619	0.43
4620	0.43
4621	0.43
4622	0.43
4623	0.43
4624	0.43
4625	0.43
4626	0.43
4627	0.43
4628	0.43
4629	0.43
4630	0.43
4631	0.43
4632	0.43
4633	0.43
4634	0.43
4635	0.43
4636	0.43
4637	0.43
4638	0.43
4639	0.43
4640	0.43
4641	0.43
4642	0.43
4643	0.43
4644	0.43
4645	0.43
4646	0.43
4647	0.43
4648	0.43
4649	0.43
4650	0.43
4651	0.43
4652	0.43
4653	0.43
4654	0.43
4655	0.43
4656	0.43
4657	0.43
4658	0.43
4659	0.43
4660	0.43
4661	0.43
4662	0.43
4663	0.43
4664	0.43
4665	0.43
4666	0.43
4667	0.43
4668	0.43
4669	0.43
4670	0.43
4671	0.43
4672	0.43
4673	0.43
4674	0.43
4675	0.43
4676	0.43
4677	0.43
4678	0.43
4679	0.43
4680	0.43
4681	0.43
4682	0.43
4683	0.43
4684	0.43
4685	0.43
4686	0.43
4687	0.43
4688	0.43
4689	0.43
4690	0.43
4691	0.43
4692	0.43
4693	0.43
4694	0.43
4695	0.43
4696	0.43
4697	0.43
4698	0.43
4699	0.43
4700	0.43
4701	0.43
4702	0.43
4703	0.43
4704	0.43
4705	0.43
4706	0.43
4707	0.43
4708	0.43
4709	0.43
4710	0.43
4711	0.43
4712	0.43
4713	0.43
4714	0.43
4715	0.43
4716	0.43
4717	0.43
4718	0.43
4719	0.43
4720	0.43
4721	0.43
4722	0.43
4723	0.43
4724	0.43
4725	0.43
4726	0.43
4727	0.43
4728	0.43
4729	0.43
4730	0.43
4731	0.43
4732	0.43
4733	0.43
4734	0.43
4735	0.43
4736	0.43
4737	0.43
4738	0.43
4739	0.43
4740	0.43
4741	0.43
4742	0.43
4743	0.43
4744	0.43
4745	0.43
4746	0.43
4747	0.43
4748	0.43
4749	0.43
4750	0.43
4751	0.43
4752	0.43
4753	0.43
4754	0.43
4755	0.43
4756	0.43
4757	0.43
4758	0.43
4759	0.43
4760	0.43
4761	0.43
4762	0.43
4763	0.43
4764	0.43
4765	0.43
4766	0.43
4767	0.43
4768	0.43
4769	0.43
4770	0.43
4771	0.43
4772	0.43
4773	0.43
4774	0.43
4775	0.43
4776	0.43
4777	0.43
4778	0.43
4779	0.43
4780	0.43
4781	0.43
4782	0.43
4783	0.43
4784	0.43
4785	0.43
4786	0.43
4787	0.43
4788	0.43
4789	0.43
4790	0.43
4791	0.43
4792	0.43
4793	0.43
4794	0.43
4795	0.43
4796	0.43
4797	0.43
4798	0.43
4799	0.43
4800	0.43
4801	0.43
4802	0.43
4803	0.43
4804	0.43
4805	0.43
4806	0.43
4807	0.43
4808	0.43
4809	0.43
4810	0.43
4811	0.43
4812	0.43
4813	0.43
4814	0.43
4815	0.43
4816	0.43
4817	0.43
4818	0.43
4819	0.43
4820	0.43
4821	0.43
4822	0.43
4823	0.43
4824	0.43
4825	0.43
4826	0.43
4827	0.43
4828	0.43
4829	0.43
4830	0.43
4831	0.43
4832	0.43
4833	0.43
4834	0.43
4835	0.43
4836	0.43
4837	0.425
4838	0.43
4839	0.43
4840	0.43
4841	0.43
4842	0.425
4843	0.43
4844	0.43
4845	0.43
4846	0.43
4847	0.43
4848	0.43
4849	0.43
4850	0.43
4851	0.43
4852	0.43
4853	0.43
4854	0.43
4855	0.43
4856	0.43
4857	0.43
4858	0.43
4859	0.43
4860	0.425
4861	0.425
4862	0.425
4863	0.425
4864	0.425
4865	0.425
4866	0.425
4867	0.43
4868	0.425
4869	0.43
4870	0.43
4871	0.43
4872	0.425
4873	0.43
4874	0.425
4875	0.43
4876	0.425
4877	0.43
4878	0.425
4879	0.425
4880	0.425
4881	0.425
4882	0.425
4883	0.425
4884	0.425
4885	0.425
4886	0.43
4887	0.425
4888	0.425
4889	0.43
4890	0.43
4891	0.43
4892	0.43
4893	0.425
4894	0.43
4895	0.425
4896	0.43
4897	0.425
4898	0.43
4899	0.425
4900	0.425
4901	0.425
4902	0.425
4903	0.425
4904	0.43
4905	0.43
4906	0.43
4907	0.43
4908	0.425
4909	0.425
4910	0.43
4911	0.43
4912	0.425
4913	0.425
4914	0.425
4915	0.43
4916	0.43
4917	0.43
4918	0.43
4918.2	0.43
4918.4	0.785
4919.4	0.79
4920.4	0.795
4921.4	0.8
4922.4	0.805
4923.4	0.81
4924.4	0.815
4925.4	0.815
4926.4	0.82
4927.4	0.82
4928.4	0.825
4929.4	0.83
4930.4	0.83
4931.4	0.835
4932.4	0.84
4933.4	0.84
4934.4	0.84
4935.4	0.845
4936.4	0.845
4937.4	0.85
4938.4	0.85
4939.4	0.85
4940.4	0.855
4941.4	0.855
4942.4	0.86
4943.4	0.86
4944.4	0.86
4945.4	0.86
4946.4	0.86
4947.4	0.865
4948.4	0.865
4949.4	0.865
4950.4	0.87
4951.4	0.87
4952.4	0.87
4953.4	0.87
4954.4	0.87
4955.4	0.87
4956.4	0.875
4957.4	0.875
4958.4	0.875
4959.4	0.875
4960.4	0.875
4961.4	0.88
4962.4	0.88
4963.4	0.88
4964.4	0.88
4965.4	0.88
4966.4	0.88
4967.4	0.88
4968.4	0.88
4969.4	0.88
4970.4	0.88
4971.4	0.88
4972.4	0.88
4973.4	0.88
4974.4	0.885
4975.4	0.885
4976.4	0.885
4977.4	0.885
4978.4	0.885
4979.4	0.885
4980.4	0.885
4981.4	0.885
4982.4	0.885
4983.4	0.885
4984.4	0.885
4985.4	0.885
4986.4	0.89
4987.4	0.89
4988.4	0.89
4989.4	0.89
4990.4	0.89
4991.4	0.89
4992.4	0.89
4993.4	0.89
4994.4	0.89
4995.4	0.89
4996.4	0.89
4997.4	0.89
4998.4	0.89
4999.4	0.89
5000.4	0.89
5001.4	0.89
5002.4	0.89
5003.4	0.89
5004.4	0.895
5005.4	0.895
5006.4	0.895
5007.4	0.895
5008.4	0.895
5009.4	0.895
5010.4	0.895
5011.4	0.895
5012.4	0.895
5013.4	0.895
5014.4	0.895
5015.4	0.895
5016.4	0.895
5017.4	0.895
5018.4	0.895
5019.4	0.895
5020.4	0.895
5021.4	0.895
5022.4	0.895
5023.4	0.9
5024.4	0.895
5025.4	0.9
5026.4	0.9
5027.4	0.9
5028.4	0.9
5029.4	0.9
5030.4	0.9
5031.4	0.9
5032.4	0.9
5033.4	0.9
5034.4	0.9
5035.4	0.9
5036.4	0.9
5037.4	0.9
5038.4	0.9
5039.4	0.9
5040.4	0.9
5041.4	0.9
5042.4	0.9
5043.4	0.9
5044.4	0.9
5045.4	0.9
5046.4	0.9
5047.4	0.9
5048.4	0.9
5049.4	0.9
5050.4	0.9
5051.4	0.9
5052.4	0.9
5053.4	0.9
5054.4	0.9
5055.4	0.9
5056.4	0.9
5057.4	0.9
5058.4	0.9
5059.4	0.9
5060.4	0.9
5061.4	0.9
5062.4	0.9
5063.4	0.9
5064.4	0.9
5065.4	0.9
5066.4	0.9
5067.4	0.9
5068.4	0.9
5069.4	0.9
5070.4	0.9
5071.4	0.9
5072.4	0.9
5073.4	0.9
5074.4	0.905
5075.4	0.9
5076.4	0.905
5077.4	0.905
5078.4	0.9
5079.4	0.905
5080.4	0.9
5081.4	0.9
5082.4	0.905
5083.4	0.9
5084.4	0.9
5085.4	0.9
5086.4	0.905
5087.4	0.9
5088.4	0.9
5089.4	0.905
5090.4	0.905
5091.4	0.905
5092.4	0.9
5093.4	0.905
5094.4	0.905
5095.4	0.905
5096.4	0.905
5097.4	0.905
5098.4	0.905
5099.4	0.905
5100.4	0.9
5101.4	0.905
5102.4	0.905
5103.4	0.905
5104.4	0.905
5105.4	0.905
5106.4	0.905
5107.4	0.905
5108.4	0.905
5109.4	0.905
5110.4	0.905
5111.4	0.905
5112.4	0.905
5113.4	0.905
5114.4	0.905
5115.4	0.905
5116.4	0.905
5117.4	0.905
5118.4	0.905
5119.4	0.905
5120.4	0.905
5121.4	0.905
5122.4	0.905
5123.4	0.905
5124.4	0.905
5125.4	0.905
5126.4	0.905
5127.4	0.905
5128.4	0.905
5129.4	0.905
5130.4	0.905
5131.4	0.905
5132.4	0.905
5133.4	0.905
5134.4	0.905
5135.4	0.905
5136.4	0.905
5137.4	0.905
5138.4	0.905
5139.4	0.905
5140.4	0.905
5141.4	0.905
5142.4	0.905
5143.4	0.905
5144.4	0.905
5145.4	0.905
5146.4	0.905
5147.4	0.905
5148.4	0.905
5149.4	0.905
5150.4	0.905
5151.4	0.905
5152.4	0.905
5153.4	0.905
5154.4	0.905
5155.4	0.905
5156.4	0.905
5157.4	0.905
5158.4	0.905
5159.4	0.905
5160.4	0.905
5161.4	0.905
5162.4	0.905
5163.4	0.905
5164.4	0.905
5165.4	0.905
5166.4	0.905
5167.4	0.905
5168.4	0.905
5169.4	0.905
5170.4	0.905
5171.4	0.905
5172.4	0.905
5173.4	0.905
5174.4	0.905
5175.4	0.905
5176.4	0.905
5177.4	0.91
5178.4	0.905
5179.4	0.905
5180.4	0.905
5181.4	0.905
5182.4	0.905
5183.4	0.905
5184.4	0.905
5185.4	0.905
5186.4	0.905
5187.4	0.905
5188.4	0.905
5189.4	0.905
5190.4	0.905
5191.4	0.91
5192.4	0.905
5193.4	0.905
5194.4	0.905
5195.4	0.905
5196.4	0.905
5197.4	0.91
5198.4	0.91
5199.4	0.91
5200.4	0.91
5201.4	0.91
5202.4	0.91
5203.4	0.91
5204.4	0.91
5205.4	0.91
5206.4	0.91
5207.4	0.91
5208.4	0.91
5209.4	0.905
5210.4	0.91
5211.4	0.905
5212.4	0.91
5213.4	0.91
5214.4	0.905
5215.4	0.91
5216.4	0.91
5217.4	0.91
5218.4	0.91
5219.4	0.91
5220.4	0.91
5221.4	0.91
5222.4	0.91
5223.4	0.91
5224.4	0.91
5225.4	0.91
5226.4	0.91
5227.4	0.91
5228.4	0.91
5229.4	0.91
5230.4	0.91
5231.4	0.91
5232.4	0.91
5233.4	0.91
5234.4	0.91
5235.4	0.91
5236.4	0.91
5237.4	0.91
5238.4	0.91
5239.4	0.91
5240.4	0.91
5241.4	0.91
5242.4	0.91
5243.4	0.91
5244.4	0.91
5245.4	0.91
5246.4	0.91
5247.4	0.91
5248.4	0.91
5249.4	0.91
5250.4	0.91
5251.4	0.91
5252.4	0.91
5253.4	0.91
5254.4	0.91
5255.4	0.91
5256.4	0.91
5257.4	0.91
5258.4	0.91
5259.4	0.91
5260.4	0.91
5261.4	0.91
5262.4	0.91
